ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,Target,FLAG_CAR,FLAG_REALTY
5126799,1,3915000,Working,Higher education,Married,House / apartment,-14066,-3027,1,0,0,0,,30,-19,C,0,0,1
5067247,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5067232,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5149881,1,3915000,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,30,-8,0,0,1,1
5126800,1,3915000,Working,Higher education,Married,House / apartment,-14066,-3027,1,0,0,0,,30,0,C,0,0,1
5126801,1,3915000,Working,Higher education,Married,House / apartment,-14066,-3027,1,0,0,0,,30,-3,C,0,0,1
5126802,1,3915000,Working,Higher education,Married,House / apartment,-14066,-3027,1,0,0,0,,30,0,C,0,0,1
5067243,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5067244,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5149883,1,3915000,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,30,0,0,0,1,1
5066925,0,3915000,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,Security staff,10,0,C,0,0,1
5036943,0,3915000,Working,Secondary / secondary special,Single / not married,House / apartment,-13995,-5849,1,0,0,0,Managers,10,0,X,0,0,1
5058530,0,3915000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,10,0,C,0,0,0
5149878,1,3915000,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,30,0,C,0,1,1
5058528,0,3915000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,10,0,0,0,0,0
5067242,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,0,0,1,1
5067238,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5066931,0,3915000,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,Security staff,10,0,C,0,0,1
5066930,0,3915000,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,Security staff,10,0,C,0,0,1
5058529,0,3915000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,10,0,0,0,0,0
5067226,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5149882,1,3915000,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,30,0,C,0,1,1
5066929,0,3915000,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,Security staff,10,0,C,0,0,1
5067249,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5067233,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,C,0,1,1
5058531,0,3915000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,10,0,C,0,0,0
5067240,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,0,0,1,1
5067228,0,3915000,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,20,0,0,0,1,1
5104880,0,3870000,Working,Higher education,Married,House / apartment,-20700,-626,1,1,0,0,Managers,20,0,C,0,1,1
5025145,0,3870000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,1,0,0,0,Sales staff,10,0,C,0,0,1
5135384,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5045940,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,X,0,1,0
5135383,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5135379,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5135378,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5025146,0,3870000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,1,0,0,0,Sales staff,10,0,X,0,0,1
5045941,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,-10,C,0,1,0
5045952,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,-11,X,0,1,0
5045943,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,0,0,1,0
5135385,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5045951,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,X,0,1,0
5135381,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,-12,C,0,0,1
5105877,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,0,X,0,0,0
5045948,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,C,0,1,0
5104881,0,3870000,Working,Higher education,Married,House / apartment,-20700,-626,1,1,0,0,Managers,20,0,C,0,1,1
5105884,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,0,X,0,0,0
5105883,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,-2,C,0,0,0
5045944,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,C,0,1,0
5105878,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,-11,C,0,0,0
5045938,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,C,0,1,0
5045945,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,C,0,1,0
5135386,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5045946,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,C,0,1,0
5104882,0,3870000,Working,Higher education,Married,House / apartment,-20700,-626,1,1,0,0,Managers,20,0,C,0,1,1
5105879,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,-12,0,0,0,0
5135380,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,-20,C,0,0,1
5113227,2,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15107,-279,1,0,0,0,Accountants,40,0,X,0,1,1
5105881,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,0,0,0,0,0
5135377,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,-23,C,0,0,1
5045949,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,0,C,0,1,0
5025143,0,3870000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,1,0,0,0,Sales staff,10,0,C,0,0,1
5045947,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,-3,C,0,1,0
5135376,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,-35,0,0,0,1
5135382,0,3870000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,20,0,C,0,0,1
5105880,1,3870000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,,30,-2,C,0,0,0
5025144,0,3870000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,1,0,0,0,Sales staff,10,0,X,0,0,1
5045950,1,3870000,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,30,-6,X,0,1,0
5112798,0,3825000,Working,Secondary / secondary special,Single / not married,House / apartment,-11298,-4714,1,1,0,0,Laborers,10,0,C,0,1,1
5090884,0,3825000,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,20,0,0,0,1,0
5117329,1,3825000,State servant,Higher education,Single / not married,With parents,-12116,-553,1,0,0,0,Managers,20,-2,C,0,0,1
5115637,0,3825000,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,10,-17,X,0,1,1
5054577,0,3825000,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,10,-4,0,0,0,1
5023112,0,3825000,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,20,-5,C,0,0,1
5115442,0,3825000,Pensioner,Secondary / secondary special,Married,House / apartment,-19648,365243,1,0,0,0,,20,0,C,0,0,1
5149623,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,C,0,1,1
5054583,0,3825000,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,10,0,0,0,0,1
5117325,1,3825000,State servant,Higher education,Single / not married,With parents,-12116,-553,1,0,0,0,Managers,20,0,C,0,0,1
5112897,1,3825000,Working,Secondary / secondary special,Married,House / apartment,-14317,-2751,1,0,0,0,Managers,30,-6,0,0,1,1
5035714,0,3825000,Working,Secondary / secondary special,Single / not married,House / apartment,-21599,-3021,1,0,0,0,Laborers,10,-17,X,0,1,1
5089023,0,3825000,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,20,0,X,0,1,0
5009136,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,0,C,0,0,1
5117323,1,3825000,State servant,Higher education,Single / not married,With parents,-12116,-553,1,0,0,0,Managers,20,0,X,0,0,1
5009802,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,0,C,0,1,0
5146193,0,3825000,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,20,0,C,0,1,1
5009800,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,0,C,0,1,0
5054584,0,3825000,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,10,0,0,0,0,1
5112967,0,3825000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15274,365243,1,0,0,0,,10,-29,X,0,0,0
5149621,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,C,0,1,1
5023110,0,3825000,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,20,0,C,0,0,1
5090404,0,3825000,Commercial associate,Higher education,Single / not married,House / apartment,-15297,-885,1,1,1,1,Managers,10,0,X,0,1,0
5009137,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,-2,X,0,0,1
5104966,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8760,-777,1,0,0,0,Managers,10,-1,C,0,0,1
5100239,1,3825000,Working,Secondary / secondary special,Married,House / apartment,-12791,-460,1,0,0,0,,30,0,C,0,0,1
5009133,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,0,C,0,0,1
5090614,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11557,-2412,1,0,0,0,Core staff,10,0,C,0,1,1
5143305,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,0,C,0,0,1
5149626,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,-24,0,0,1,1
5036600,0,3825000,Pensioner,Higher education,Married,House / apartment,-19578,365243,1,0,1,0,,20,0,C,0,0,1
5112799,0,3825000,Working,Secondary / secondary special,Single / not married,House / apartment,-11298,-4714,1,1,0,0,Laborers,10,0,0,0,1,1
5149632,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,0,0,1,1
5089022,0,3825000,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,20,0,0,0,1,0
5125859,0,3825000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15215,-1534,1,0,1,0,Managers,20,0,C,0,1,0
5033587,0,3825000,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,20,0,0,0,0,0
5149631,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,-9,C,0,1,1
5125841,0,3825000,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,20,0,C,0,1,1
5090756,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,0,C,0,1,0
5035715,0,3825000,Working,Secondary / secondary special,Single / not married,House / apartment,-21599,-3021,1,0,0,0,Laborers,10,-52,X,0,1,1
5143309,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,0,C,0,0,1
5143306,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,0,C,0,0,1
5113102,0,3825000,Working,Higher education,Married,House / apartment,-16482,-3413,1,0,1,1,,20,-23,X,0,0,1
5066838,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,1,0,0,0,Secretaries,20,-21,X,0,0,1
5091064,0,3825000,Commercial associate,Incomplete higher,Married,Municipal apartment,-11579,-1161,1,0,0,0,Accountants,20,0,X,0,0,1
5143304,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,-8,C,0,0,1
5149629,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,-2,C,0,1,1
5113875,0,3825000,Working,Higher education,Married,House / apartment,-16300,-3146,1,1,1,0,Sales staff,20,0,C,0,0,0
5066836,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,1,0,0,0,Secretaries,20,0,C,0,0,1
5090430,0,3825000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16973,-2925,1,0,0,0,Sales staff,20,-33,C,0,0,1
5035716,0,3825000,Working,Secondary / secondary special,Single / not married,House / apartment,-21599,-3021,1,0,0,0,Laborers,10,-15,X,0,1,1
5054581,0,3825000,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,10,-16,0,0,0,1
5009801,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,0,C,0,1,0
5090405,0,3825000,Commercial associate,Higher education,Single / not married,House / apartment,-15297,-885,1,1,1,1,Managers,10,0,C,0,1,0
5149622,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,0,0,1,1
5023114,0,3825000,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,20,-7,X,0,0,1
5113101,0,3825000,Working,Higher education,Married,House / apartment,-16482,-3413,1,0,1,1,,20,0,C,0,0,1
5023111,0,3825000,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,20,0,X,0,0,1
5113100,0,3825000,Working,Higher education,Married,House / apartment,-16482,-3413,1,0,1,1,,20,0,C,0,0,1
5105627,2,3825000,Commercial associate,Higher education,Married,House / apartment,-11526,-2622,1,1,0,0,Managers,40,0,X,0,1,0
5112796,0,3825000,Working,Secondary / secondary special,Single / not married,House / apartment,-11298,-4714,1,1,0,0,Laborers,10,0,0,0,1,1
5115638,0,3825000,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,10,0,0,0,1,1
5009138,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,-6,X,0,0,1
5051024,2,3825000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10919,-378,1,0,0,0,Drivers,40,0,X,0,0,0
5115639,0,3825000,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,10,0,X,0,1,1
5146192,0,3825000,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,20,-8,0,0,1,1
5146197,0,3825000,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,20,-12,0,0,1,1
5054582,0,3825000,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,10,-15,0,0,0,1
5125837,0,3825000,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,20,0,C,0,1,1
5052889,1,3825000,Working,Higher education,Married,House / apartment,-16269,-2728,1,0,0,0,Managers,30,0,C,0,1,1
5033796,0,3825000,Pensioner,Secondary / secondary special,Married,House / apartment,-22287,365243,1,0,0,0,,20,0,0,0,0,1
5009134,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,0,C,0,0,1
5046407,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-21748,-1388,1,0,0,0,Security staff,20,0,C,0,1,1
5112960,0,3825000,Working,Higher education,Married,House / apartment,-10755,-3352,1,0,0,0,Core staff,20,0,C,0,1,1
5041179,0,3825000,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,1,0,1,0,Managers,20,0,C,0,1,1
5100238,1,3825000,Working,Secondary / secondary special,Married,House / apartment,-12791,-460,1,0,0,0,,30,0,C,0,0,1
5149627,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,C,0,1,1
5104967,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8760,-777,1,0,0,0,Managers,10,0,C,0,0,1
5143307,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,-12,C,0,0,1
5066837,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,1,0,0,0,Secretaries,20,0,X,0,0,1
5046408,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-21748,-1388,1,0,0,0,Security staff,20,0,0,0,1,1
5149625,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,-18,0,0,1,1
5091063,0,3825000,Commercial associate,Incomplete higher,Married,Municipal apartment,-11579,-1161,1,0,0,0,Accountants,20,0,X,0,0,1
5125842,0,3825000,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,20,0,C,0,1,1
5009140,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,-9,X,0,0,1
5125840,0,3825000,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,20,-7,C,0,1,1
5149630,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,C,0,1,1
5009139,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,0,X,0,0,1
5041178,0,3825000,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,1,0,1,0,Managers,20,-1,C,0,1,1
5125860,0,3825000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15215,-1534,1,0,1,0,Managers,20,0,0,0,1,0
5149628,0,3825000,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,20,0,C,0,1,1
5146194,0,3825000,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,20,-3,X,0,1,1
5041177,0,3825000,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,1,0,1,0,Managers,20,0,C,0,1,1
5024927,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12633,-854,1,0,0,0,Laborers,10,0,X,0,0,0
5115640,0,3825000,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,10,0,X,0,1,1
5143303,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,0,C,0,0,1
5023113,0,3825000,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,20,-37,C,0,0,1
5052890,1,3825000,Working,Higher education,Married,House / apartment,-16269,-2728,1,0,0,0,Managers,30,0,C,0,1,1
5115642,0,3825000,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,10,0,X,0,1,1
5146198,0,3825000,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,20,0,C,0,1,1
5024978,0,3825000,Working,Higher education,Civil marriage,House / apartment,-11153,-1281,1,1,1,0,Accountants,20,0,C,0,1,0
5066839,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,1,0,0,0,Secretaries,20,0,0,0,0,1
5009135,0,3825000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,10,-46,X,0,0,1
5146195,0,3825000,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,20,-5,0,0,1,1
5105629,2,3825000,Commercial associate,Higher education,Married,House / apartment,-11526,-2622,1,1,0,0,Managers,40,0,C,0,1,0
5143308,0,3825000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16514,-5187,1,0,0,0,Managers,10,0,X,0,0,1
5125843,0,3825000,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,20,-19,C,0,1,1
5115641,0,3825000,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,10,-3,0,0,1,1
5009799,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,-12,C,0,1,0
5125836,0,3825000,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,20,0,C,0,1,1
5041181,0,3825000,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,1,0,1,0,Managers,20,0,0,0,1,1
5037203,0,3825000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9951,-1942,1,0,0,1,Core staff,20,0,X,0,1,1
5046406,0,3825000,Working,Secondary / secondary special,Married,House / apartment,-21748,-1388,1,0,0,0,Security staff,20,0,C,0,1,1
5009803,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,0,C,0,1,0
5054578,0,3825000,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,10,0,0,0,0,1
5105630,2,3825000,Commercial associate,Higher education,Married,House / apartment,-11526,-2622,1,1,0,0,Managers,40,0,0,0,1,0
5117326,1,3825000,State servant,Higher education,Single / not married,With parents,-12116,-553,1,0,0,0,Managers,20,-8,C,0,0,1
5117324,1,3825000,State servant,Higher education,Single / not married,With parents,-12116,-553,1,0,0,0,Managers,20,0,C,0,0,1
5115443,0,3825000,Pensioner,Secondary / secondary special,Married,House / apartment,-19648,365243,1,0,0,0,,20,0,C,0,0,1
5033558,2,3825000,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,40,0,X,0,0,0
5089021,0,3825000,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,20,0,0,0,1,0
5009804,0,3825000,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,20,0,C,0,1,0
5041180,0,3825000,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,1,0,1,0,Managers,20,-11,C,0,1,1
5054218,1,3780000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,30,0,C,0,1,0
5105579,2,3780000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,40,0,C,0,1,0
5036480,0,3780000,Commercial associate,Higher education,Civil marriage,House / apartment,-19844,-8639,1,1,1,0,High skill tech staff,20,0,C,0,0,0
5105582,2,3780000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,40,0,0,0,1,0
5054222,1,3780000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,30,0,C,0,1,0
5105583,2,3780000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,40,0,0,0,1,0
5054215,1,3780000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,30,-10,C,0,1,0
5090180,0,3780000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18570,-2805,1,0,1,0,Managers,10,0,C,0,1,1
5054219,1,3780000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,30,0,0,0,1,0
5105578,2,3780000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,40,0,0,0,1,0
5090179,0,3780000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18570,-2805,1,0,1,0,Managers,10,0,C,0,1,1
5105580,2,3780000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,40,0,C,0,1,0
5105581,2,3780000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,40,0,C,0,1,0
5054217,1,3780000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,30,0,0,0,1,0
5054216,1,3780000,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,,30,0,0,0,1,0
5111080,0,3735000,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,10,0,0,0,1,1
5046541,1,3735000,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,30,0,0,0,1,1
5046542,1,3735000,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,30,0,0,0,1,1
5111076,0,3735000,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,10,0,0,0,1,1
5111071,0,3735000,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,10,0,C,0,1,1
5046539,1,3735000,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,30,0,C,0,1,1
5046538,1,3735000,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,30,-7,C,0,1,1
5111077,0,3735000,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,10,0,C,0,1,1
5046540,1,3735000,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,30,0,C,0,1,1
5111079,0,3735000,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,10,-21,0,0,1,1
5111069,0,3735000,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,10,0,C,0,1,1
