ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,Target,FLAG_CAR,FLAG_REALTY
5010685,0,2925000,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,20,0,C,0,1,1
5010686,0,2925000,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,20,-28,X,0,1,1
5010689,0,990000,Working,Secondary / secondary special,Single / not married,House / apartment,-20659,-313,1,1,1,1,Laborers,10,0,C,0,1,1
5010690,0,990000,Working,Secondary / secondary special,Single / not married,House / apartment,-20659,-313,1,1,1,1,Laborers,10,0,0,0,1,1
5010691,0,2025000,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,20,0,C,0,0,0
5010692,0,2025000,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,20,0,0,0,0,0
5010693,0,2025000,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,20,0,0,0,0,0
5010694,0,2025000,Commercial associate,Incomplete higher,Civil marriage,With parents,-12180,-405,1,0,0,0,,20,0,C,0,0,0
5010696,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,-35,X,0,1,1
5010697,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,0,C,0,1,1
5010699,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,0,X,0,1,1
5010700,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,0,0,0,1,1
5010701,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,0,X,0,1,1
5010702,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,0,C,0,1,1
5010703,2,2925000,Commercial associate,Higher education,Married,House / apartment,-13958,-3021,1,0,0,0,Sales staff,40,-8,C,0,1,1
5010706,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,20,-5,0,0,1,0
5010707,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,20,0,X,0,1,0
5010708,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,20,-11,X,0,1,0
5010709,2,1800000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,40,0,0,0,0,1
5010710,2,1800000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,40,0,C,0,0,1
5010711,2,1800000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,40,-46,X,0,0,1
5010713,2,1800000,Working,Secondary / secondary special,Married,House / apartment,-13828,-6004,1,1,1,0,Laborers,40,0,X,0,0,1
5010715,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,-14,C,0,0,1
5010716,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,-9,C,0,0,1
5010717,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,0,0,0,1
5010722,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,-16,C,0,0,1
5010724,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,C,0,0,1
5010725,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,-33,0,0,0,1
5010726,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,C,0,0,1
5010727,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,X,0,0,1
5010728,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,0,0,0,1
5010729,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,0,0,0,1
5010730,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,0,C,0,0,1
5010731,0,1350000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,20,-9,C,0,0,1
5010734,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,-42,X,0,0,1
5010735,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,0,X,0,0,1
5010737,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,-40,X,0,0,1
5010739,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,-1,X,0,0,1
5010740,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,-23,X,0,0,1
5010741,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,0,C,0,0,1
5010742,0,1575000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,20,-40,X,0,0,1
5010743,0,1575000,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,20,-2,X,0,1,1
5010745,0,1575000,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,20,0,0,0,1,1
5010746,0,1575000,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,20,-11,C,0,1,1
5010747,0,1575000,Working,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,20,-8,X,0,1,1
5010750,0,675000,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,20,0,0,0,1,1
5010751,0,675000,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,20,0,C,0,1,1
5010752,0,675000,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,20,-7,C,0,1,1
5010754,0,675000,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,20,-37,C,0,1,1
5010755,0,675000,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,20,0,C,0,1,1
5010758,0,1620000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,20,-14,C,0,0,1
5010759,0,1620000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,20,0,0,0,0,1
5010760,1,1125000,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,20,-16,0,0,1,1
5010761,1,1125000,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,20,-7,C,0,1,1
5010762,1,1125000,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,20,0,C,0,1,1
5010763,1,1125000,Working,Higher education,Single / not married,House / apartment,-13896,-344,1,0,0,0,Cooking staff,20,-26,C,0,1,1
5010764,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,0,C,0,0,1
5010765,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,-9,X,0,0,1
5010766,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,0,X,0,0,1
5010767,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,-6,X,0,0,1
5010768,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,0,X,0,0,1
5010769,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,-22,X,0,0,1
5010770,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,-24,X,0,0,1
5010771,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-11036,-4301,1,1,1,0,Laborers,10,-46,X,0,0,1
5010772,0,3600000,Working,Secondary / secondary special,Married,House / apartment,-15533,-3386,1,0,0,0,,20,0,X,0,0,0
5010773,0,1350000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,20,0,0,0,0,1
5010774,0,1350000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,20,0,0,0,0,1
5010775,0,1350000,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,20,-1,X,0,0,1
5010779,1,1575000,Commercial associate,Higher education,Married,House / apartment,-14474,-2259,1,0,0,1,Core staff,30,0,X,0,1,1
5010781,1,1575000,Commercial associate,Higher education,Married,House / apartment,-14474,-2259,1,0,0,1,Core staff,30,0,C,0,1,1
5010782,1,1575000,Commercial associate,Higher education,Married,House / apartment,-14474,-2259,1,0,0,1,Core staff,30,0,C,0,1,1
5010783,0,1651500,Pensioner,Higher education,Married,House / apartment,-23372,365243,1,0,0,0,,20,0,C,0,0,1
5010785,0,3375000,Working,Higher education,Married,House / apartment,-17004,-4574,1,0,0,1,Managers,20,-5,C,0,0,0
5010786,0,3375000,Working,Higher education,Married,House / apartment,-17004,-4574,1,0,0,1,Managers,20,0,C,0,0,0
5010787,0,3375000,Working,Higher education,Married,House / apartment,-17004,-4574,1,0,0,1,Managers,20,0,C,0,0,0
5010789,1,990000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,30,0,C,0,0,1
5010790,1,990000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,30,0,C,0,0,1
5010791,1,990000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,30,-12,C,0,0,1
5010792,1,990000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,30,-12,C,0,0,1
5010793,1,990000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,30,0,C,0,0,1
5010794,1,990000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,30,-3,0,0,0,1
5010795,0,450000,State servant,Secondary / secondary special,Married,House / apartment,-13941,-5334,1,1,1,0,Medicine staff,20,0,0,0,0,0
5010796,0,450000,State servant,Secondary / secondary special,Married,House / apartment,-13941,-5334,1,1,1,0,Medicine staff,20,0,0,0,0,0
5010797,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,0,C,0,0,1
5010798,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,-1,C,0,0,1
5010799,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,0,C,0,0,1
5010800,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,0,C,0,0,1
5010801,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,0,C,0,0,1
5010802,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,0,C,0,0,1
5010803,0,2700000,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,20,0,C,0,0,1
5010804,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,-8,X,0,0,1
5010805,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,C,0,0,1
5010806,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,X,0,0,1
5010807,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,X,0,0,1
5010808,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,X,0,0,1
5010809,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,X,0,0,1
5010810,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,X,0,0,1
5010811,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,0,X,0,0,1
5010812,1,1350000,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,30,-8,X,0,0,1
5010813,2,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,Sales staff,40,-6,X,0,0,1
5010814,2,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,Sales staff,40,-6,C,0,0,1
5010815,2,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,Sales staff,40,0,X,0,0,1
5010817,2,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,Sales staff,40,0,C,0,0,1
5010818,2,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,Sales staff,40,-32,C,0,0,1
5010819,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,C,0,1,1
5010820,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-13,C,0,1,1
5010821,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,X,0,1,1
5010822,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,C,0,1,1
5010823,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-12,C,0,1,1
5010824,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,0,0,1,1
5010825,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-2,X,0,1,1
5010826,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-3,C,0,1,1
5010827,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,X,0,1,1
5010828,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-2,C,0,1,1
5010829,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,X,0,1,1
5010830,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,0,C,0,1,1
5010831,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-4,C,0,1,1
5010832,0,2700000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,20,-6,C,0,1,1
5010835,2,1395000,Working,Secondary / secondary special,Married,House / apartment,-17281,-5578,1,1,0,0,Drivers,40,-4,C,0,1,1
5010836,0,900000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18656,-2656,1,0,0,0,Laborers,20,0,0,0,0,1
5010837,0,900000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18656,-2656,1,0,0,0,Laborers,20,0,C,0,0,1
5010838,0,1800000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21648,365243,1,0,1,0,,20,0,C,0,0,1
5010839,0,1800000,Pensioner,Secondary / secondary special,Married,House / apartment,-21648,365243,1,0,1,0,,20,0,C,0,0,1
5010840,1,1800000,Working,Secondary / secondary special,Married,House / apartment,-11050,-921,1,0,0,0,Cleaning staff,30,0,C,0,0,1
5010841,0,1125000,Pensioner,Higher education,Married,House / apartment,-22395,365243,1,0,0,0,,20,0,C,0,1,1
5010842,0,1125000,Pensioner,Higher education,Married,House / apartment,-22395,365243,1,0,0,0,,20,-1,C,0,1,1
5010843,0,1575000,Working,Higher education,Married,House / apartment,-11822,-739,1,0,0,1,Sales staff,20,0,X,0,1,1
5010844,0,1575000,Working,Higher education,Married,House / apartment,-11822,-739,1,0,0,1,Sales staff,20,0,C,0,1,1
5010847,0,1575000,Working,Higher education,Married,House / apartment,-11822,-739,1,0,0,1,Sales staff,20,0,0,0,1,1
5010848,0,540000,Pensioner,Lower secondary,Married,House / apartment,-22276,365243,1,0,0,0,,20,0,X,0,0,1
5010849,0,540000,Pensioner,Lower secondary,Married,House / apartment,-22276,365243,1,0,0,0,,20,-20,X,0,0,1
5010850,1,900000,Working,Secondary / secondary special,Married,House / apartment,-17864,-7070,1,0,0,1,,30,0,0,0,0,1
5010854,1,900000,Working,Secondary / secondary special,Married,House / apartment,-17864,-7070,1,0,0,1,,30,0,C,0,0,1
5010855,1,900000,Working,Secondary / secondary special,Married,House / apartment,-17864,-7070,1,0,0,1,,30,0,C,0,0,1
5010856,0,1575000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,20,0,C,0,0,1
5010857,0,1575000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,20,0,C,0,0,1
5010858,0,1575000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,20,0,C,0,0,1
5010859,0,1575000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,20,0,0,0,0,1
5010860,0,1575000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,20,0,C,0,0,1
5010861,1,1125000,Working,Secondary / secondary special,Married,House / apartment,-14045,-1043,1,0,0,0,Sales staff,30,-24,C,0,1,1
5010862,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,0,C,0,1,1
5010863,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,0,C,0,1,1
5010864,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,0,C,0,1,1
5010865,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,-25,C,0,1,1
5010866,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,-52,C,0,1,1
5010868,1,4500000,Pensioner,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,0,5,1,1,1
5010869,1,4500000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18173,-678,1,0,1,1,Core staff,10,0,5,1,1,1
5010870,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,0,C,0,1,1
5010871,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,-13,0,0,1,1
5010872,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,-3,0,0,1,1
5010873,1,4500000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,30,-25,C,0,1,1
5010874,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,0,C,0,0,1
5010875,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,-20,C,0,0,1
5010876,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,-10,X,0,0,1
5010877,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,0,C,0,0,1
5010878,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,0,0,0,0,1
5010879,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,0,C,0,0,1
5010880,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,0,C,0,0,1
5010881,0,450000,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,20,0,C,0,0,1
5010883,1,2700000,Working,Secondary / secondary special,Married,House / apartment,-9910,-678,1,0,0,0,Managers,30,0,0,0,0,1
5010886,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,C,0,0,1
5010887,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,0,0,0,1
5010888,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,C,0,0,1
5010890,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,C,0,0,1
5010891,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,X,0,0,1
5010892,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,C,0,0,1
5010893,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,20,0,X,0,0,1
5010894,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,20,0,C,0,1,1
5010897,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,20,-20,C,0,1,1
5010898,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,20,0,C,0,1,1
5010899,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,20,0,C,0,1,1
5010900,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,20,-18,X,0,1,1
5010902,1,3600000,Working,Secondary / secondary special,Married,House / apartment,-10556,-1379,1,0,0,0,Managers,30,-5,0,0,0,1
5010903,1,3600000,Working,Secondary / secondary special,Married,House / apartment,-10556,-1379,1,0,0,0,Managers,30,0,X,0,0,1
5010904,1,3600000,Working,Secondary / secondary special,Married,House / apartment,-10556,-1379,1,0,0,0,Managers,30,-5,0,0,0,1
5010906,1,3600000,Working,Secondary / secondary special,Married,House / apartment,-10556,-1379,1,0,0,0,Managers,30,0,0,0,0,1
5010908,0,810000,Pensioner,Higher education,Married,House / apartment,-20399,365243,1,0,0,0,,20,-15,X,0,1,1
5010910,0,810000,Pensioner,Higher education,Married,House / apartment,-20399,365243,1,0,0,0,,20,0,0,0,1,1
5010913,0,810000,Pensioner,Higher education,Married,House / apartment,-20399,365243,1,0,0,0,,20,0,C,0,1,1
5010916,0,2430000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,20,0,C,0,1,1
5010917,0,2430000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,20,0,X,0,1,1
5010918,0,2430000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,20,0,0,0,1,1
5010919,0,2430000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,20,0,C,0,1,1
5010921,0,945000,Working,Secondary / secondary special,Widow,Rented apartment,-22265,-829,1,0,0,1,Sales staff,10,0,C,0,0,0
5010923,0,945000,Working,Secondary / secondary special,Widow,Rented apartment,-22265,-829,1,0,0,1,Sales staff,10,-1,C,0,0,0
5010924,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-19,X,0,1,1
5010925,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-8,C,0,1,1
5010926,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-14,C,0,1,1
5010927,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-19,X,0,1,1
5010928,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-27,X,0,1,1
5010929,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,0,C,0,1,1
5010930,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,0,X,0,1,1
5010931,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-7,X,0,1,1
5010932,2,2700000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,40,-11,X,0,1,1
5010934,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,0,C,0,0,0
5010935,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,-7,C,0,0,0
5010936,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,0,X,0,0,0
5010937,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,0,C,0,0,0
5010938,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,-5,C,0,0,0
5010939,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,0,C,0,0,0
5010940,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,0,0,0,0,0
5010941,0,1350000,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,10,0,C,0,0,0
5010943,0,1575000,Pensioner,Secondary / secondary special,Married,House / apartment,-22828,365243,1,0,0,0,,20,0,C,0,0,0
5010944,1,2700000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,30,0,0,0,1,1
5010945,1,2700000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,30,-22,C,0,1,1
5010946,1,2700000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,30,-24,X,0,1,1
5010947,1,2700000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,30,-4,C,0,1,1
5010948,1,2700000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,30,0,0,0,1,1
5010949,1,2700000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,30,0,C,0,1,1
